t.High.High;t.High.Low;t.Low.High;t.Low.Low;t.Not.significant;prop.row.High.High;prop.row.High.Low;prop.row.Low.High;prop.row.Low.Low;prop.row.Not.significant;prop.col.High.High;prop.col.High.Low;prop.col.Low.High;prop.col.Low.Low;prop.col.Not.significant;prop.tbl.High.High;prop.tbl.High.Low;prop.tbl.Low.High;prop.tbl.Low.Low;prop.tbl.Not.significant
12;1;15;167;212;0,0294840294840295;0,00245700245700246;0,0368550368550369;0,41031941031941;0,520884520884521;1;1;1;1;1;0,0294840294840295;0,00245700245700246;0,0368550368550369;0,41031941031941;0,520884520884521
